Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
4:intro	pzv8				0	# Micah 4 Chapter Introduction\n\n## Structure and Formatting\n\nYahweh promises the future glory and restoration of his people.\n\n1. Yahweh establishes his kingdom among the nations (1–5)\n2. Yahweh gathers and restores his people (6–8)\n3. Yahweh delivers Zion through present suffering (9–13)\n\n## Religious and Cultural Concepts in This Chapter\n\n### The remnant\n\nMicah speaks about a future hope and a remnant who will return to their homeland. Verses 1–8 are a vision of the future when God will restore Israel to its former glory. These verses will give hope to those about to be removed from their homeland.\n\n## Translation Issues in This Chapter\n\n### Similar passage\n\nNotice that Micah 4:1-3 is very similar to Isaiah 2:2-4. You may want to translate many of these phrases in a similar way.\n\n### Daughter Zion\n\nYahweh is addressing the people of Jerusalem as “daughter Zion” whom he is personifying as a woman—crying out, in labor, then threshing her enemies.
4:1	knb7		rc://*/ta/man/translate/figs-parallelism	יִ֠הְיֶה הַ֣ר בֵּית־יְהוָ֤ה נָכוֹן֙ בְּ⁠רֹ֣אשׁ הֶ⁠הָרִ֔ים וְ⁠נִשָּׂ֥א ה֖וּא מִ⁠גְּבָע֑וֹת	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [Yahweh will make the mountain where his temple stands become more important than all the other hills and mountains]
4:1	muar		rc://*/ta/man/translate/figs-activepassive	יִ֠הְיֶה הַ֣ר בֵּית־יְהוָ֤ה נָכוֹן֙	1	The expression **will be established** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [Yahweh will establish the mountain of his house]
4:1	vge6		rc://*/ta/man/translate/figs-metaphor	הַ֣ר בֵּית־יְהוָ֤ה	1	Here Micah is speaking of the temple as if it were a **house**, since it was the place where Yahweh was present among his people. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the mountain on which the temple of Yahweh stands]
4:1	tdh8		rc://*/ta/man/translate/figs-metaphor	בְּ⁠רֹ֣אשׁ הֶ⁠הָרִ֔ים	1	Micah is speaking of the mountain where his temple stands as if it were **the head of the mountains**. He means that Yahweh will exalt it above all the others so that it becomes the most important one. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [as the most prominent and important of the mountains]
4:1	grr1		rc://*/ta/man/translate/figs-activepassive	וְ⁠נִשָּׂ֥א ה֖וּא	1	The expression **will be lifted** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [And Yahweh will lift it]
4:1	j8nr		rc://*/ta/man/translate/figs-metaphor	וְ⁠נָהֲר֥וּ עָלָ֖י⁠ו עַמִּֽים	1	Micah is speaking of the peoples as if they were water that could **stream** to the mountain. He means that they will come to it together in great numbers, like a river flowing. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and peoples will come to it together in great numbers]
4:2	b6id		rc://*/ta/man/translate/figs-explicit	הַר־יְהוָ֗ה	1	By **the mountain of Yahweh**, the speakers are referring to Mount Zion in Jerusalem, where the temple of Yahweh was located. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [Mount Zion]
4:2	ncir		rc://*/ta/man/translate/figs-metaphor	בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב	1	Here Micah is speaking of the temple as if it were a **house**, since it was the place where Yahweh was present among his people. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the temple of the God of Jacob]
4:2	xb9v		rc://*/ta/man/translate/figs-possession	אֱלֹהֵ֣י יַעֲקֹ֔ב	1	Micah is not using the possessive form **the God of Jacob** to indicate that Jacob possesses or controls God. Rather he is using these words to indicate that God is the one whom Jacob worshiped as modeled in the UST.
4:2	iakn		rc://*/ta/man/translate/figs-metaphor	וְ⁠יוֹרֵ֨⁠נוּ֙ מִ⁠דְּרָכָ֔י⁠ו וְ⁠נֵלְכָ֖ה בְּ⁠אֹֽרְחֹתָ֑י⁠ו	1	Micah is speaking of how Yahweh wants people to live as if it were **his ways** and **his paths** that they could walk along. He means that to walk in Yahweh’s paths is to live in the way that he directs. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [so that he will teach us what he requires, and so that we may live as he directs]
4:2	n8yy		rc://*/ta/man/translate/figs-ellipsis	וּ⁠דְבַר־יְהוָ֖ה מִ⁠ירוּשָׁלִָֽם	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and the word of Yahweh will go out from Jerusalem]
4:2	fak7		rc://*/ta/man/translate/figs-parallelism	כִּ֤י מִ⁠צִּיּוֹן֙ תֵּצֵ֣א תוֹרָ֔ה וּ⁠דְבַר־יְהוָ֖ה מִ⁠ירוּשָׁלִָֽם	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [For the word of Yahweh will surely go out from Jerusalem]
4:2	n9ki		rc://*/ta/man/translate/figs-metonymy	וּ⁠דְבַר־יְהוָ֖ה	1	Micah using the term **the word of Yahweh** to represent what Yahweh said by using words. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: [and what Yahweh has spoken will go out]
4:3	tm9b		rc://*/ta/man/translate/writing-pronouns	וְ⁠שָׁפַ֗ט	1	The pronoun **he** refers to Yahweh. It may be helpful to clarify this for your readers. Alternate translation: [And Yahweh will judge]
4:3	yive		rc://*/ta/man/translate/writing-pronouns	וְ⁠כִתְּת֨וּ	1	The pronoun **they** refers to the many peoples whom Yahweh will judge. It may be helpful to clarify this for your readers. Alternate translation: [And these many peoples will beat]
4:3	k29q		rc://*/ta/man/translate/figs-metonymy	חַרְבֹתֵי⁠הֶ֜ם לְ⁠אִתִּ֗ים וַ⁠חֲנִיתֹֽתֵי⁠הֶם֙ לְ⁠מַזְמֵר֔וֹת לֹֽא־יִשְׂא֞וּ גּ֤וֹי אֶל־גּוֹי֙ חֶ֔רֶב	1	Here, **sword** and **spears** represent warfare and armed conflict. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [their weapons of war into farming tools. Nation will not make war against nation]
4:4	wlun		rc://*/ta/man/translate/figs-metonymy	וְ⁠יָשְׁב֗וּ אִ֣ישׁ תַּ֧חַת גַּפְנ֛⁠וֹ וְ⁠תַ֥חַת תְּאֵנָת֖⁠וֹ וְ⁠אֵ֣ין מַחֲרִ֑יד	1	Here, **under his vine and under his fig tree** represents living peacefully and safely on their own land. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [And they will dwell, each person safely and prosperously on his own land, undisturbed by anyone]
4:4	ofut		rc://*/ta/man/translate/figs-synecdoche	פִ֛י יְהוָ֥ה צְבָא֖וֹת דִּבֵּֽר	1	Micah is using **the mouth of Yahweh** to represent Yahweh himself in the act of speaking. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [Yahweh of Armies himself has spoken]
4:5	cfjp		rc://*/ta/man/translate/figs-metaphor	כִּ֚י כָּל־הָ֣⁠עַמִּ֔ים יֵלְכ֕וּ אִ֖ישׁ בְּ⁠שֵׁ֣ם אֱלֹהָ֑י⁠ו	1	Here, the word **walk** is used to describe a habitual lifestyle. In this context, to **walk … in the name of his god** describes the people worshiping and obeying their own false gods. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [For all the peoples follow after their own gods] or [For all the peoples serve their own gods]
4:5	t125		rc://*/ta/man/translate/figs-metonymy	בְּ⁠שֵׁ֣ם אֱלֹהָ֑י⁠ו	1	Here, **name** represents the authority and character of a god. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [under the authority of his god]
4:5	i4b1		rc://*/ta/man/translate/writing-pronouns	וַ⁠אֲנַ֗חְנוּ נֵלֵ֛ךְ	1	Micah is stating the pronoun **we** separately, even though the verb translated as **we will walk** already includes this meaning. He is doing that to emphasize the contrast between what the other nations do and what he and his people will do. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [However, my people and I will walk]
4:5	ebn3		rc://*/ta/man/translate/figs-metaphor	נֵלֵ֛ךְ בְּ⁠שֵׁם־יְהוָ֥ה אֱלֹהֵ֖י⁠נוּ	1	Again, the word **walk** is used to describe a habitual lifestyle. In contrast to the first phrase in this verse, to **we will walk in the name of Yahweh** describes the Israelites worshiping and obeying the true God, Yahweh. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [we will live in the manner that Yahweh our God wants]
4:5	bcto		rc://*/ta/man/translate/figs-possession	יְהוָ֥ה אֱלֹהֵ֖י⁠נוּ	1	Micah is not using this possessive form **our God** to indicate that the Israelites possess or control Yahweh. Rather, they are using these words to indicate that Yahweh is the God whom the Israelites worship, including himself. Alternate translation: [Yahweh, the God whom we worship]
4:6	f4t8		rc://*/ta/man/translate/figs-metaphor	אֹֽסְפָה֙ הַ⁠צֹּ֣לֵעָ֔ה וְ⁠הַ⁠נִּדָּחָ֖ה אֲקַבֵּ֑צָה	1	Yahweh is speaking of the people of Israel as if they were a flock of sheep, some of them **lame** and some of them **outcast**, whom he gathers together. He is portraying himself as a shepherd who cares for his scattered and suffering people. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I shall bring together my people who are weak and bring back those who were driven away]
4:6	nhtz		rc://*/ta/man/translate/figs-nominaladj	אֹֽסְפָה֙ הַ⁠צֹּ֣לֵעָ֔ה וְ⁠הַ⁠נִּדָּחָ֖ה אֲקַבֵּ֑צָה	1	Yahweh is using the adjectives **the lame** and **the outcast** as nouns to mean certain kinds of people. Your language may use adjectives in the same way. If not, you can translate these adjectives with an equivalent phrase. Alternate translation: [I shall assemble those who are lame, and gather those who were outcast]
