Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
8:2	mfgk		rc://*/ta/man/translate/grammar-connect-logic-result	לְמַ֨עַן & לְ⁠נַסֹּֽתְ⁠ךָ֗ לָ⁠דַ֜עַת	1	Here the words **so that** and **to** mark what follows as the goal or purpose of what came before. Use a connector in your language that makes it clear that this is the purpose.
8:2	ifes		rc://*/ta/man/translate/figs-metaphor	אֶת־אֲשֶׁ֧ר בִּֽ⁠לְבָבְ⁠ךָ֛	1	Here, **heart** represents where a person’s thoughts and intentions exist. You may have a comparable expression in your language, or you could state the meaning plainly. Alternate translation: [what you truly wanted]
8:3	ygr4		rc://*/ta/man/translate/figs-explicit	וַ⁠יַּֽאֲכִֽלְ⁠ךָ֤ אֶת הַ⁠מָּן֙	1	This does not mean that Yahweh personally fed the Israelites like a mother would feed her infant. What Moses means is that Yahweh provided manna from heaven for the Israelites to eat, as [Exodus 16](../../exo/16/01.md) describes. You could include this information if it would be helpful for your readers. Alternate translation: [and gave you manna to eat]
8:3	qz4c		rc://*/ta/man/translate/figs-explicitinfo	לֹא־יָדַ֔עְתָּ וְ⁠לֹ֥א יָדְע֖וּ⁠ן אֲבֹתֶ֑י⁠ךָ	1	The expression **you had not known and your fathers had not known** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: [you and your fathers had not known]
8:3	mrld		rc://*/ta/man/translate/grammar-collectivenouns	הָֽ⁠אָדָ֔ם & הָ⁠אָדָֽם	1	In this verse, the word **man** is singular in form, but it refers to all human beings as a group. If it would be helpful in your language, you could say this plainly. Alternate translation: [humankind … humankind]
8:3	t9be		rc://*/ta/man/translate/figs-metonymy	הַ⁠לֶּ֤חֶם	1	Here, **bread** represents all food. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [eating meals]
8:3	d9as		rc://*/ta/man/translate/figs-metonymy	כָּל־מוֹצָ֥א פִֽי־יְהוָ֖ה	1	Here, **mouth** represents the act of speaking, and **everything coming out** represents the words or commands. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [what Yahweh declares]
8:4	pr86		rc://*/ta/man/translate/figs-explicit	שִׂמְלָ֨תְ⁠ךָ֜ לֹ֤א בָֽלְתָה֙ מֵֽ⁠עָלֶ֔י⁠ךָ וְ⁠רַגְלְ⁠ךָ֖ לֹ֣א בָצֵ֑קָה זֶ֖ה אַרְבָּעִ֥ים שָׁנָֽה	1	The implication is that Yahweh protected and provided for the Israelites. As a result, their **clothing did not wear out** and their **feet did not swell up** even though they walked for **40 years** in the wilderness. You could include this information if that would be helpful to your readers. Alternate translation: [Yahweh protected you so that your provisions did not run out and you remained healthy for those 40 years in the wilderness]
8:4	gmq1		rc://*/ta/man/translate/figs-explicitinfo	שִׂמְלָ֨תְ⁠ךָ֜ לֹ֤א בָֽלְתָה֙ מֵֽ⁠עָלֶ֔י⁠ךָ	1	The expression **Your clothing did not wear out from upon you** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: [Your clothing did not wear out]
8:5	cb6n		rc://*/ta/man/translate/figs-metaphor	וְ⁠יָדַעְתָּ֖ עִם־לְבָבֶ֑⁠ךָ	1	Here the expression **know with your heart** means “think about” or “reflect on.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [And you shall consider]
8:5	feb4		rc://*/ta/man/translate/figs-genericnoun	יְיַסֵּ֥ר אִישׁ֙ אֶת־בְּנ֔⁠וֹ	1	In this verse, the words **man** and **son** are singular in form, but refer to all parents and children as a group. If it would be helpful in your language, you could say this plainly. Alternate translation: [a parent instructs a child]
8:6	agya		rc://*/ta/man/translate/figs-metaphor	לָ⁠לֶ֥כֶת בִּ⁠דְרָכָ֖י⁠ו	1	Here Moses is speaking of the **commandments** of Yahweh as if they were **ways** or a path that the people should **walk** on. He means that obeying those commandments is like walking on that path. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [to obey him]
8:7	ql1e		rc://*/ta/man/translate/figs-go	מְבִֽיאֲ⁠ךָ֖	1	In a context such as this, your language might say “taking” instead of **bringing**. Alternate translation: [is taking you]
8:7	jl8h		rc://*/ta/man/translate/figs-possession	אֶ֚רֶץ	1	Here Moses is using the possessive form to describe a **land** that has the features that follow. If your language would not use the possessive form for this, you could use a comparable way of expressing landmarks. Alternate translation: [a land that features]
8:7	p6ox		rc://*/ta/man/translate/figs-explicit	נַ֣חֲלֵי מָ֔יִם עֲיָנֹת֙ וּ⁠תְהֹמֹ֔ת יֹצְאִ֥ים בַּ⁠בִּקְעָ֖ה וּ⁠בָ⁠הָֽר	1	The implication is that water comes up from under the ground even in the mountains. You could include this information if that would be helpful to your readers. Alternate translation: [plentiful water in both the valleys and the hills] or [flowing out in both the valleys and the hills]
8:7	yjhj		rc://*/ta/man/translate/figs-doublet	נַ֣חֲלֵי מָ֔יִם עֲיָנֹת֙ וּ⁠תְהֹמֹ֔ת	1	Here, **brooks of water, fountains, and springs** are all types of flowing bodies of water. Moses is using the these terms together for emphasis. If your language does not have these, or all of these distinctions between bodies of water, you could use a more general description or use fewer terms. Alternate translation: [types of flowing bodies of water]
8:8	a63l		rc://*/ta/man/translate/figs-possession	אֶ֤רֶץ & אֶֽרֶץ	1	Here Moses is using the possessive form to describe a **land** that produces certain types of crops. If your language would not use the possessive form for this, you could use a comparable way of describing the land. Alternate translation: [a land that can produce … a land that can produce]
8:9	gx2v		rc://*/ta/man/translate/figs-infostructure	אֲשֶׁ֨ר לֹ֤א בְ⁠מִסְכֵּנֻת֙ תֹּֽאכַל־בָּ֣⁠הּ לֶ֔חֶם	1	If it would be more natural in your language, you could change the phrasing of this clause. Alternate translation: [where you will eat bread without scarcity]
8:9	ej64		rc://*/ta/man/translate/figs-metonymy	לֶ֔חֶם	1	Here, **bread** represents all food. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly as in the UST.
8:9	s4ft		rc://*/ta/man/translate/figs-litotes	לֹ֤א בְ⁠מִסְכֵּנֻת֙	1	Moses is using a figure of speech here that expresses a strongly positive meaning by using a negative word, **no**, together with an expression that is the opposite of the author’s intended meaning. If it would be helpful in your language, you could express the positive meaning. Alternate translation: [in abundance]
8:9	jnqd		rc://*/ta/man/translate/figs-abstractnouns	בְ⁠מִסְכֵּנֻת֙	1	If your language does not use an abstract noun for the idea of **poverty**, you could express the same idea in another way. Alternate translation: [feeling hungry]
8:9	s966		rc://*/ta/man/translate/figs-litotes	לֹֽא־תֶחְסַ֥ר כֹּ֖ל בָּ֑⁠הּ	1	Moses is using a figure of speech here that expresses a strongly positive meaning by using a negative word, **not**, together with an expression that is the opposite of the author’s intended meaning. If it would be helpful in your language, you could express the positive meaning. Alternate translation: [where everything in it will be sufficient for you]
8:9	q74l		rc://*/ta/man/translate/figs-explicit	אֲבָנֶ֣י⁠הָ בַרְזֶ֔ל וּ⁠מֵ⁠הֲרָרֶ֖י⁠הָ תַּחְצֹ֥ב נְחֹֽשֶׁת	1	The implication is that one can **dig** (as in, mine) for **iron** and **copper** ore in the land. You could include this information if that would be helpful to your readers. Alternate translation: [there is iron ore and there is copper ore that you can mine]
8:9	hcno		rc://*/ta/man/translate/translate-unknown	נְחֹֽשֶׁת	1	Here the word **copper** refers to a soft metal used for making tools and other utensils. If your readers would not be familiar with this type of metal, you could use the name of something similar in your area or you could use a more general term. Alternate translation: [soft metal]
8:11	i252		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּן	1	Moses is using the word **lest** to introduce an outcome that he does not want to happen. Because of this, he first gives the Israelites an instruction to follow so that this will not happen. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of the instruction. Alternate translation: [in case]
8:11	y5vd		rc://*/ta/man/translate/figs-doublet	מִצְוֺתָי⁠ו֙ וּ⁠מִשְׁפָּטָ֣י⁠ו וְ⁠חֻקֹּתָ֔י⁠ו	1	See how you translated the similar phrase, “the commandment and the statutes and the ordinances” in [5:31](../05/31.md).
8:12	eyd5		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּן	1	Moses is using the word **lest** to introduce an outcome that he does not want to happen. Because of this, he first gives the Israelites an instruction (in the previous verse) to follow so that this will not happen. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of the instruction. Alternate translation: [in case]
8:14	w1qa		rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠רָ֖ם לְבָבֶ֑⁠ךָ	1	In this verse, Moses gives the negative consequences that could happen as a result of the previous verses. If the connection between this statement and the previous one is not clear, you may want to use a connecting word to show how this statement relates to what came before it. Use a natural form in your language for connecting this statement to the previous one. Alternate translation: [so that your heart is lifted up]
